image_path,breed,breed_id,split,image_width,image_height,bbox_x,bbox_y,bbox_width,bbox_height,source_dataset
Images/n02099601-golden_retriever/n02099601_3388.jpg,Golden Retriever,n02099601-golden_retriever,train,500,333,93,1,291,331,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3414.jpg,Golden Retriever,n02099601-golden_retriever,test,400,329,41,26,334,279,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_342.jpg,Golden Retriever,n02099601-golden_retriever,train,363,500,1,25,360,473,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_345.jpg,Golden Retriever,n02099601-golden_retriever,test,500,321,75,62,372,186,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3494.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,0,26,456,328,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3508.jpg,Golden Retriever,n02099601-golden_retriever,train,250,262,0,30,231,231,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3569.jpg,Golden Retriever,n02099601-golden_retriever,train,500,400,114,11,231,339,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3666.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,125,63,232,298,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3720.jpg,Golden Retriever,n02099601-golden_retriever,test,500,333,74,66,290,266,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3738.jpg,Golden Retriever,n02099601-golden_retriever,test,560,360,28,60,530,298,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3853.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,187,141,197,233,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_3869.jpg,Golden Retriever,n02099601-golden_retriever,train,500,357,84,23,414,333,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4005.jpg,Golden Retriever,n02099601-golden_retriever,test,375,500,32,10,341,488,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4241.jpg,Golden Retriever,n02099601-golden_retriever,train,175,200,66,10,108,143,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4256.jpg,Golden Retriever,n02099601-golden_retriever,test,350,263,0,30,287,170,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4312.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,165,81,334,292,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_447.jpg,Golden Retriever,n02099601-golden_retriever,train,500,402,133,50,280,350,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4651.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,0,22,336,307,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4678.jpg,Golden Retriever,n02099601-golden_retriever,train,375,500,0,121,373,355,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_473.jpg,Golden Retriever,n02099601-golden_retriever,train,500,401,35,4,411,395,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4843.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,140,45,358,328,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_4933.jpg,Golden Retriever,n02099601-golden_retriever,test,500,333,138,18,230,283,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5.jpg,Golden Retriever,n02099601-golden_retriever,test,250,251,35,26,183,215,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5051.jpg,Golden Retriever,n02099601-golden_retriever,test,500,218,194,41,114,124,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5132.jpg,Golden Retriever,n02099601-golden_retriever,test,300,400,0,80,298,251,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5160.jpg,Golden Retriever,n02099601-golden_retriever,test,500,357,3,2,381,354,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5188.jpg,Golden Retriever,n02099601-golden_retriever,test,500,331,144,78,159,218,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5240.jpg,Golden Retriever,n02099601-golden_retriever,train,500,456,60,167,417,275,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5366.jpg,Golden Retriever,n02099601-golden_retriever,test,500,394,148,187,318,193,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_544.jpg,Golden Retriever,n02099601-golden_retriever,train,500,351,88,25,361,319,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5452.jpg,Golden Retriever,n02099601-golden_retriever,train,500,364,2,2,497,360,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5453.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,107,70,306,304,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5544.jpg,Golden Retriever,n02099601-golden_retriever,test,500,338,38,80,255,244,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5642.jpg,Golden Retriever,n02099601-golden_retriever,train,300,353,36,36,245,299,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5655.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,0,3,377,336,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5679.jpg,Golden Retriever,n02099601-golden_retriever,train,165,156,35,9,129,143,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_569.jpg,Golden Retriever,n02099601-golden_retriever,test,279,300,14,6,256,293,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5709.jpg,Golden Retriever,n02099601-golden_retriever,train,500,397,21,23,478,373,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5736.jpg,Golden Retriever,n02099601-golden_retriever,train,500,333,2,106,486,225,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5764.jpg,Golden Retriever,n02099601-golden_retriever,train,390,500,13,50,243,435,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5857.jpg,Golden Retriever,n02099601-golden_retriever,train,500,326,4,10,482,304,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5876.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,278,132,141,166,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_5893.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,138,94,215,220,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6099.jpg,Golden Retriever,n02099601-golden_retriever,train,320,350,12,23,303,324,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6105.jpg,Golden Retriever,n02099601-golden_retriever,train,421,500,76,196,306,290,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6139.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,142,99,339,275,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6194.jpg,Golden Retriever,n02099601-golden_retriever,train,360,281,25,46,305,223,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6233.jpg,Golden Retriever,n02099601-golden_retriever,test,500,483,77,189,162,263,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6318.jpg,Golden Retriever,n02099601-golden_retriever,test,333,500,86,93,144,352,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6331.jpg,Golden Retriever,n02099601-golden_retriever,train,555,513,27,58,417,441,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6338.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,194,218,96,138,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6577.jpg,Golden Retriever,n02099601-golden_retriever,test,375,500,160,237,56,75,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_67.jpg,Golden Retriever,n02099601-golden_retriever,train,500,463,0,23,458,438,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6726.jpg,Golden Retriever,n02099601-golden_retriever,train,500,339,179,99,88,177,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6772.jpg,Golden Retriever,n02099601-golden_retriever,test,2048,1360,13,265,1490,1091,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6814.jpg,Golden Retriever,n02099601-golden_retriever,test,333,500,12,23,319,475,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6820.jpg,Golden Retriever,n02099601-golden_retriever,train,333,500,1,152,251,346,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6867.jpg,Golden Retriever,n02099601-golden_retriever,train,800,1147,0,40,797,1104,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_6980.jpg,Golden Retriever,n02099601-golden_retriever,train,500,345,210,48,289,296,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_70.jpg,Golden Retriever,n02099601-golden_retriever,train,500,400,42,42,457,341,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7019.jpg,Golden Retriever,n02099601-golden_retriever,train,360,299,36,24,213,270,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7037.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,0,35,472,339,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_704.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,212,15,171,300,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7119.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,257,61,197,275,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7123.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,1,69,476,292,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7227.jpg,Golden Retriever,n02099601-golden_retriever,train,600,450,41,78,497,350,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7304.jpg,Golden Retriever,n02099601-golden_retriever,train,640,480,56,34,550,366,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7312.jpg,Golden Retriever,n02099601-golden_retriever,test,500,333,65,13,392,319,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7387.jpg,Golden Retriever,n02099601-golden_retriever,train,500,339,2,85,479,252,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7432.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,1,98,251,155,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7437.jpg,Golden Retriever,n02099601-golden_retriever,train,240,206,3,4,236,188,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7588.jpg,Golden Retriever,n02099601-golden_retriever,test,350,242,0,108,101,93,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7654.jpg,Golden Retriever,n02099601-golden_retriever,train,500,333,55,0,444,276,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7706.jpg,Golden Retriever,n02099601-golden_retriever,train,500,333,114,148,276,182,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7709.jpg,Golden Retriever,n02099601-golden_retriever,test,500,333,106,0,363,332,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7744.jpg,Golden Retriever,n02099601-golden_retriever,test,240,180,0,6,239,136,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7771.jpg,Golden Retriever,n02099601-golden_retriever,train,500,281,90,0,333,280,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7780.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,71,9,401,278,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_78.jpg,Golden Retriever,n02099601-golden_retriever,train,500,400,161,183,131,198,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7803.jpg,Golden Retriever,n02099601-golden_retriever,train,500,332,71,3,333,328,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7807.jpg,Golden Retriever,n02099601-golden_retriever,train,360,347,45,0,314,346,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7916.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,0,15,467,359,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7930.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,251,20,137,350,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_7993.jpg,Golden Retriever,n02099601-golden_retriever,test,500,332,146,23,353,237,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_8005.jpg,Golden Retriever,n02099601-golden_retriever,test,500,375,59,32,437,332,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_816.jpg,Golden Retriever,n02099601-golden_retriever,train,360,290,17,0,327,214,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_8181.jpg,Golden Retriever,n02099601-golden_retriever,test,450,726,96,34,317,681,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_825.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,94,88,233,265,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_831.jpg,Golden Retriever,n02099601-golden_retriever,train,500,333,262,62,98,226,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_8429.jpg,Golden Retriever,n02099601-golden_retriever,test,464,348,68,6,324,341,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_846.jpg,Golden Retriever,n02099601-golden_retriever,train,500,335,1,47,460,287,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_864.jpg,Golden Retriever,n02099601-golden_retriever,train,500,376,54,40,340,307,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_8764.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,174,100,323,274,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_9153.jpg,Golden Retriever,n02099601-golden_retriever,train,375,500,46,13,327,409,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_9301.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,39,1,435,373,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_9504.jpg,Golden Retriever,n02099601-golden_retriever,train,500,375,0,0,499,347,Stanford Dogs
Images/n02099601-golden_retriever/n02099601_9518.jpg,Golden Retriever,n02099601-golden_retriever,train,333,500,25,42,306,456,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1229.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,183,87,201,256,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1414.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,332,500,76,107,198,335,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1660.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,94,115,326,213,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1828.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,333,500,0,0,252,448,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1866.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,164,64,303,310,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1930.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,199,53,300,321,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2115.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,403,58,92,333,226,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2118.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,352,288,10,13,213,232,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2120.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,331,213,84,157,215,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2174.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,1,46,498,322,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2224.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,289,65,210,267,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2226.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,83,96,233,115,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2228.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,640,480,44,61,436,395,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2863.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,45,105,454,269,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2897.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,170,75,185,255,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3185.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,332,77,97,327,143,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3197.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,497,50,0,440,495,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_328.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,375,500,0,102,132,249,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3301.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,69,66,430,219,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3340.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,375,500,15,46,321,427,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3364.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,375,500,118,208,255,290,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3502.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,333,1,26,367,306,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3503.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,24,51,263,281,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_357.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,202,138,171,181,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3613.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,0,45,444,259,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3753.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,0,55,341,298,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3769.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,1,8,497,366,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3773.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,491,500,103,1,386,480,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3835.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,144,92,323,266,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_384.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,176,86,211,288,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3854.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,165,33,293,327,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3865.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,375,500,103,111,178,329,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_389.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,77,91,422,250,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3980.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,341,0,35,238,222,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4160.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,118,5,197,369,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4177.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,269,360,4,29,217,312,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4354.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,375,500,26,157,256,335,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4403.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,300,400,26,0,268,379,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4428.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,0,29,484,345,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4508.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,199,169,293,163,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4653.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,182,129,189,191,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4705.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,332,500,52,21,278,477,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4845.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,122,51,268,315,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4913.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,11,117,427,189,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4960.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,0,9,499,365,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5000.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,479,218,158,256,319,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5008.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,375,500,137,185,194,313,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5017.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,215,74,179,135,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5261.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,374,500,0,1,372,459,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5679.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,216,19,280,278,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5689.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,334,157,8,339,325,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5769.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,0,58,242,316,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5844.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,650,488,172,61,415,424,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5853.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,382,500,91,60,264,368,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5941.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,115,104,251,155,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_5965.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,332,44,0,455,260,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_619.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,127,37,286,337,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6275.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,413,500,60,15,267,471,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6318.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,145,117,354,257,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6404.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,258,36,241,267,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6421.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,200,191,0,14,185,165,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6426.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,82,21,394,353,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6446.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,83,46,340,328,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6455.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,46,28,364,346,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6586.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,333,7,68,415,228,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6684.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,314,235,95,54,181,163,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6775.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,203,133,120,161,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6823.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,300,101,186,200,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6897.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,47,62,342,308,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6901.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,333,154,121,153,211,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7164.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,0,60,278,314,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7179.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,333,500,140,98,191,330,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_719.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,375,500,71,67,217,424,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7406.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,333,500,68,92,241,406,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7414.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,256,92,208,241,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7418.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,375,500,30,110,275,388,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7497.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,236,60,263,314,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7533.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,117,130,172,163,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7605.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,342,500,0,32,340,466,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7664.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,375,500,133,163,178,162,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7802.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,0,113,247,261,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7815.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,62,3,392,371,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7963.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,400,300,59,4,310,295,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7968.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,333,500,1,113,191,385,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_8719.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,330,463,77,22,180,422,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_1200.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,456,500,82,206,198,236,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2501.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,421,0,0,483,405,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2473.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,330,360,69,37,191,305,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3258.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,420,0,14,442,404,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_7481.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,500,375,233,93,173,184,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3829.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,109,40,304,334,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_3868.jpg,Labrador Retriever,n02099712-Labrador_retriever,train,250,263,91,71,142,166,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_4133.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,400,53,16,330,383,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_2234.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,374,500,0,110,190,388,Stanford Dogs
Images/n02099712-Labrador_retriever/n02099712_6248.jpg,Labrador Retriever,n02099712-Labrador_retriever,test,500,375,43,155,187,215,Stanford Dogs
