image_id,source_dataset,source_path,perceptual_hash,duplicate_group_id,source_label,pawphile_condition_label,pawphile_finding_label,label_type,label_quality,clinical_validation,split,body_region,dog_id,tier,exclusion_reason
130925c5-dba0-495f-b2e3-e03e8d0a4fc6,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_397_jpg.rf.5f40b7e1507697fb3d858e2826e30ef3.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
97f67761-84ef-4074-a6d6-4393ec43557e,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_397_jpg.rf.e316a0a4794db02c5fe27470db2d891b.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
bd500530-0fa9-4daf-8969-52a7963e8003,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_93_jpg.rf.12fae464d96b9843f003c6f1e9f29616.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
47c797be-66e7-40a3-96cf-0548d72db1e8,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_93_jpg.rf.4c588a3671fb25e982965757f8d26449.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
fb4ecb84-d117-4828-9158-f060682760c1,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_93_jpg.rf.9d62fa7205acedc0167c2878c434a076.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
37df5b1f-df2e-4fa0-a1b0-fc8d0cfb1afc,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Healthy\HEALTHY_051_jpg.rf.89fbc7373aaefed89efbc56da30ad74c.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d13bdc16-00a0-4ec3-a89c-a47d9d72cace,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Healthy\pic61_jpg.rf.2ad61eac459297c5485d47ada62d2133.jpg,243,429d1821-e262-4c28-9595-71eb1b599750,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
fd1e278e-562a-48d5-b05b-f32d47d5a18e,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\bacterial dermatosis\bacterial_281_jpg.rf.4128562b745a9572435accc776e1eca8.jpg,1920,42b06370-2376-4875-80f3-824dcfda8c2f,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
8306b046-5adb-462c-85fc-df0866be38d7,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_282_jpg.rf.75cf749363c084c3db484249d75b8220.jpg,1920,42b06370-2376-4875-80f3-824dcfda8c2f,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
3c0c11be-4a2a-4ebc-9eda-40c98a16c2fd,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\Dermatitis\1000010648_x16_jpg.rf.ac9d9b488cddf942639fd11874d7b269.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,
b5f72ab4-4e89-4910-8600-c9d3988e4bdb,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\ringworm\R9_png_jpg.rf.451c4f636d87a3ce04ac2ac702b66740.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
2e0c3321-6ed3-4250-b2e9-7b932bdba52f,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\hypersensitivity dermatitis\hypersensitivity_349_jpg.rf.64589390190793a0f65c6abb653706d5.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
42d4b34f-a294-4b92-ad6c-f5b2abab4814,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Hypersensitivity\1466_jpg.rf.d6c66f5492a25fc661dc0ad9addc7e08.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d9bb8006-45ae-4c97-b38d-783e0db0223e,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity_image_4_jpg.rf.0639ac9474cf4fe27bfcd21674fe1b5f.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
562228a8-a8ce-4f35-b3f5-508129c68592,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity_image_4_jpg.rf.397fe151dc94c8b2463343d1950c511f.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d34bcfa5-0274-48bb-be7c-3f23b17990d8,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity_image_4_jpg.rf.52cf838b50f24be6b9356584c3512309.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
6f424ff0-5d07-47fc-8e2a-3295cca606ed,Multispectral,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Classification of pet dog skin diseases using deep learning with images captured from multispectral imaging device\5dbht54kw7-1\dog210505_01_02_27\pic1.jpg,718,438fed1a-f21b-410d-a04d-8822c0ecafe3,unknown,unknown,[],disease-level (provisional),research-only,unsupported,none,skin,pic1.jpg,D,Perceptual Duplicate / Augmentation Leakage
ba6b379e-69bb-4495-bfdc-aa0cd219527a,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_231_jpg.rf.31f11c1ee682422a7693961e708a945b.jpg,1407,4391f907-54d1-4513-8c46-c68f2d1cea96,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
18dcc202-a53e-4dcc-a335-0dfb324a8bb7,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_262_jpg.rf.e95ca03acc3c54727f265d275afc6ab3.jpg,1407,4391f907-54d1-4513-8c46-c68f2d1cea96,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
18cd6b9b-bb53-4256-9665-d8b2f9720b28,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity2_png_jpg.rf.514b88b60e2ec098c4dd5886a64786bd.jpg,1407,4391f907-54d1-4513-8c46-c68f2d1cea96,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e6ad34f0-5d2a-4d8c-bc1d-380fc99a2b73,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-71-_jpg.rf.36448879b66c670005adfab424cf15bb.jpg,1407,4391f907-54d1-4513-8c46-c68f2d1cea96,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
403d5881-2963-41e2-8e56-e9d6de47720e,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_123_jpg.rf.5c5a60303e51ca4f40f3fefa09b0d1bb.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
b9106e95-77ee-4c29-ba6d-8fea40ddf6a7,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_370_jpg.rf.dcc24a6b0fd3425aae278c433fd7bafb.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
8392482e-b0fd-4c6a-b2b3-61705b1ed386,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000617_png_jpg.rf.bb9e37486f3b7e2f31c622e9ea7cc33f.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
7a4baaaa-d9c4-4311-924a-e6602d575333,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Dermatitis\1000010549_x16_jpg.rf.844eac23307655d7f0b55c4454e329ea.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
34df3188-3ac9-434f-b817-85ef15e89efa,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Dermatitis\May-is-allergy-awareness-month-here-at-The-Shot-Spot_01666_jpg.rf.fc76e9cd2dd93edb9649358481a5125d.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
a6afc0f3-4de7-4c6a-8714-5eddaafbfd16,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\Day-1-of-ringworm-treatment_00001_jpg.rf.52baa37d022c23a86edd4fcf1446c8ba.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
532e5234-6d2c-4224-80a4-2bf8fe8a3b04,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\Day-1-of-ringworm-treatment_00211_jpg.rf.a49edf4c25b6d07e071ecf5c47310b49.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e94438c8-0f53-4f48-9b84-09e202cf1c73,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-23-_jpg.rf.ab9481a45f2b0724eb372795be93970c.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
4427d71b-088f-4c66-bd0c-f6cd343541dd,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\WIN_20240514_17_33_27_Pro_jpg.rf.f6b65721a0fb078a6c5f3391f59b5e9d.jpg,766,4392595a-533a-4c99-9f19-a7d6343d3960,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
87a4dbf6-5862-469b-9617-f378a7ac9532,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\NEWR15_jpeg_jpg.rf.5bec93c91b2e5ffeff0b3f10019f9dc1.jpg,1623,43937a48-9db3-416d-877e-82363782c1e1,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
5a9a3c08-9613-470f-a924-5bfb1c3a9924,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\NEWR34_png_jpg.rf.2b7a0581922a98ae471d77f76ed3bd1d.jpg,1623,43937a48-9db3-416d-877e-82363782c1e1,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
651dd88d-6c86-4421-b728-6946f1a98d5c,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_11_jpg.rf.e1342327094d7ebcf227b4dd3dcb37a0.jpg,1768,43ad9ce1-056e-4af9-8dba-6376a7e29b97,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
92502ff9-5bce-4ca2-a1b9-4166270737d6,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_384_jpg.rf.32b4672463b74f4d713bcaeec1dd7516.jpg,1768,43ad9ce1-056e-4af9-8dba-6376a7e29b97,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
b68f44f7-093e-40e1-8ad3-c6d6c07690fa,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\pic71_jpg.rf.5fbbc549830a1487c3a3b386099b9bd6.jpg,1768,43ad9ce1-056e-4af9-8dba-6376a7e29b97,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
916c04cb-be09-4113-bb32-e45ec6a7b2e9,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\pic71_jpg.rf.b01122b17e6f3558483029dfb3d5c241.jpg,1768,43ad9ce1-056e-4af9-8dba-6376a7e29b97,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
fb47717c-693a-44bb-a47f-14334100f0b8,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\ringworm\WIN_20240514_17_23_20_Pro_jpg.rf.b84bfe70eb98353596c2b47c5f6ed16b.jpg,1363,43e91639-be1f-4af0-b6e9-b72f76bb0681,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
ae6781f2-c29c-4a74-b1a5-89b4b2669ce5,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\IMG_5199_jpeg_jpg.rf.1692d1483a88f579c17adb05e072e208.jpg,1363,43e91639-be1f-4af0-b6e9-b72f76bb0681,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e25532f6-5328-4b18-a89a-41f7a8b610e6,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_103_jpg.rf.5ce66097e345472cff4fab1deedbae80.jpg,467,44100277-d104-4afe-85a2-b676a7e63706,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
e7d87688-9c3e-4a31-bf1f-485919b12f0e,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_175_jpg.rf.f16ea3954c906123046ce9191a928014.jpg,467,44100277-d104-4afe-85a2-b676a7e63706,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
bedfd36b-dde7-424b-a283-85c1d8269297,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-6-_jpg.rf.9f5e6b76eef10a06064e397f93aac459.jpg,467,44100277-d104-4afe-85a2-b676a7e63706,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
3d460c2e-3886-4edb-a804-0a65e32cbc01,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\test\Healthy\HEALTHY_031_jpg.rf.a28fdc0fc72b037d0a35e4d30af95a9e.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,test,skin,unknown,C,
f2fdb5af-3fcb-40c6-a1c4-456339498c68,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_44_jpg.rf.1635ea0d1aed076654d412f814b413db.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
73484d3f-343c-4561-91dd-4b02da841053,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_44_jpg.rf.201a7a51eaf2b3ca9e5c5580616d0e5c.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
f6eb0489-f252-4e9d-a935-033abe81062f,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_44_jpg.rf.862ed479f503fb27cc41310222e0e439.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d17844d6-6ba0-488a-9551-da8403577bc7,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_70_jpg.rf.5c935ef15681c2cccb6cd376fd5401bb.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d8056732-19d9-4047-9770-f645f6560eb1,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_165_jpg.rf.86a1809541c4c1ecc0de81bef7a5618c.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
6b9f2cda-635b-4836-9689-d4b8d8b5d9b6,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_35_jpg.rf.6182cd3f360e218878669eb01ee3e878.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e00f867b-52e0-4bb1-a1ff-417619c0389c,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_35_jpg.rf.70d81b6d38523bd0507de00e6913e9e5.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
a5815b6a-49c5-4937-95ba-ca205ce0d6d4,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_35_jpg.rf.80ab47b2e7b9c764c208babbfb67a4d6.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
9bb9f119-24aa-48e9-a89b-bd7798d340fa,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\2024-05-13-164325_3_jpg.rf.59141fb356fc0b4da4a5ad8649526e33.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
fdc6adfc-3507-41d4-b893-4c2dfc4dfa7d,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\scabies_97_png_jpg.rf.1b914fb3e40e4088f9fe4fd19971317b.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
9967f1ff-1ac7-4cb5-865f-bb74a35300f2,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity5_png_jpg.rf.11ddffef3bf2769fae73a2134afc1ac2.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
c9959d48-e211-43e5-8c04-080bc662fd00,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\436642085_969088174572761_2046691789216935979_n_jpg.rf.a0467e2a8834a62234cedfdb201099fe.jpg,1456,442e903a-2b7f-4fc0-ab4f-367b6027033b,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
88d64916-a21d-424a-a972-e3e2018a13c1,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\hypersensitivity dermatitis\hypersensitivity_97_jpg.rf.01c313286f6e9aeba9f9b29765b3c39e.jpg,984,444052b4-43a1-42db-9923-520dab7e4b68,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,
1826804a-9f12-4c20-b259-ba8a1574bab2,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_396_jpg.rf.101e36557580bf00101960163d20b21c.jpg,984,444052b4-43a1-42db-9923-520dab7e4b68,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
0b70a1b7-5d8e-4eac-8150-35bae342af83,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_422_jpg.rf.31782e6a4f3e55700d64971d37040194.jpg,984,444052b4-43a1-42db-9923-520dab7e4b68,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
